STATIONNAME,LONGITUDE,LATITUDE,ELEVATION_METER,COUNTRY,CROP,YA,YW,YW-YA,YP,YP-YA,WPP,WPA,CROPPING_INTENSITY,YW_CV_TEMPORAL,YP_CV_TEMPORAL,YA_CV_TEMPORAL,CLIMATEZONE,AREA_IN_CLIMATEZONE_HA,,,
Yelwa,4.75,10.883,243,Nigeria,rice,2.2,6.7958651,4.5958651,9.190587,6.990587,20.30107252,6.571990302,1,0.415529586,0.062596728,,10301,52312,,,
Kolda,-14.95,12.91,34,Senegal,rice,0.912,8.484854545,7.572854545,8.742763636,7.830763636,,,1,0.103034299,0.022925532,,10301,2264,,,
Sedhiou,-15.557,12.708,40,Senegal,rice,0.734,8.626709091,7.892709091,8.943709091,8.209709091,,,1,0.127762881,0.01864407,,10401,2341,,,
Ziguinchor,-16.29,12.59,28,Senegal,rice,1.006,8.4417,7.4357,8.746472727,7.740472727,,,1,0.086526076,0.026945932,,9501,3303,,,
Ifakara,36.68,-8.14,,Tanzania,rice,3.1,9.049155,5.949155,11.16351,8.06351,24.43414517,8.37048874,1,0.257125701,0.137909459,,9801,11608,,,
MOROGORO,37.65,-6.821,526,Tanzania,rice,3.1,7.2830425,4.1830425,11.13945,8.03945,18.34896686,7.810169621,1,0.359454974,0.097650756,,8301,26133,,,
Mwanza,32.9167,-2.587,1140,Tanzania,rice,2.8,7.0659675,4.2659675,14.2987,11.4987,19.70069787,7.806709277,1,0.459676461,0.065613922,,7401,35418,,,
SONGEA,35.583,-10.667,1036,Tanzania,rice,1.8,8.523585,6.723585,11.026405,9.226405,26.27972947,5.549720339,1,0.257534341,0.125983306,,7601,15159,,,
Shinyanga,33.4333,-3.6667,1126,Tanzania,rice,2.8,8.275265,5.475265,14.9561,12.1561,19.23298767,6.507630325,1,0.527697417,0.058264758,,7201,17017,,,
Gulu,32.28333333,2.783333333,1105,Uganda,rice,1.6,7.4795184,5.8795184,10.8724242,9.2724242,20.71886776,4.432128734,1,0.321476045,0.048040342,,7601,1927,,,
Jinja,33.18333333,0.511,1173,Uganda,rice,1.9,5.47232185,3.57232185,12.3807425,10.4807425,15.9361084,5.53304553,2,0.301987288,0.061838193,,7501,3551,,,
Masindi,31.71666667,1.683333333,1147,Uganda,rice,1.6,2.86218075,1.26218075,10.9920725,9.3920725,9.825931775,5.492836481,2,0.667030469,0.072218977,,7601,809,,,
Namulonge,32.615,0.525,1160,Uganda,rice,1.9,6.0738605,4.1738605,11.2691975,9.3691975,19.33158666,6.047227239,2,0.253528162,0.059098788,,7501,111,,,
Soroti,33.61666667,1.716666667,1123,Uganda,rice,1.8,5.22661625,3.42661625,12.6507,10.8507,14.48586007,4.988800953,1,0.734650152,0.062172085,,8501,3858,,,
Tororo,34.16666667,0.683333333,1171,Uganda,rice,2.1,9.37240325,7.27240325,13.5079,11.4079,22.32170848,5.001448034,1,0.467599527,0.048335281,,7601,1117,,,
Kasama,31.13888889,-10.22138889,1384,Zambia,rice,1.7,10.59389,8.89389,14.74075,13.04075,24.87950888,3.9924112,1,0.31759082,0.112742889,,7601,366,,,
Mongu,23.1623,-15.2545,1053,Zambia,rice,1.1,7.84391925,6.74391925,13.24775,12.14775,15.34596552,2.152057095,1,0.503300284,0.108766671,,7301,5708,,,
Goodhope,25.26,-25.28,,Botswana,maize,0.250219307,1.99264214,1.742422833,9.894520196,9.644300888,6.94529709,0.872132226,1,0.695344424,0.19816955,0.560356928,6102,8152,12.07661903,20.12769839,33.73042444
Kanye,25.4,-25,,Botswana,maize,0.171145375,2.70007718,2.528931806,10.18780552,10.01666014,8.904558125,0.564418658,1,0.560531222,0.147472153,0.52000402,7102,10898,16.36410412,27.27350687,45.70552207
Bobo-Dioulasso,-4.317,11.167,445,Burkina Faso,maize,1.98,8.803804065,6.823804065,10.65789474,8.677894737,22.78542156,5.124504629,1,0.194382083,0.032700076,0.097585029,10301,158555,53.35638827,88.92731378,149.0262811
Bogandé,-0.137,12.974,281,Burkina Faso,maize,1.05,5.276038159,4.226038159,10.05555556,9.005555556,14.37025796,2.859867651,1,0.646119872,0.04814524,0.136544846,10101,32846,31.97598884,53.29331474,89.31006872
Boromo,-2.933,11.75,243,Burkina Faso,maize,1.92,8.38019802,6.46019802,10.07777778,8.157777778,22.4851017,5.151596079,1,0.2402371,0.057814993,0.097593537,10201,161472,50.78907891,84.64846485,141.8556952
Dédougou,-3.483,12.467,299,Burkina Faso,maize,1.71,5.845894737,4.135894737,10.05789474,8.347894737,15.6074678,4.565386674,1,0.571344008,0.048176765,0.108358223,10201,58791,35.42966507,59.04944179,98.95630867
Fada Ngourma,0.367,12.033,294,Burkina Faso,maize,1.41,6.625925926,5.215925926,10.41666667,9.006666667,18.45098498,3.926377855,1,0.411372237,0.047631527,0.070526874,10201,48289,40.15712682,66.92854471,112.1602767
Gaoua,-3.183,10.333,339,Burkina Faso,maize,1.4,7.239157895,5.839157895,10.2,8.8,20.07881609,3.883095649,1,0.384122283,0.052287582,0.138832188,10301,69329,43.87368421,73.12280702,122.540753
Ouahigouya,-2.417,13.567,315,Burkina Faso,maize,1.11,6.328666667,5.218666667,9.911111111,8.801111111,17.25960206,3.027202932,1,0.463827931,0.052699702,0.252859272,10101,18474,38.35555556,63.92592593,107.1284244
Adet,37.48,11.27,2240,Ethiopia,maize,3.19,16.98526316,13.79526316,17.49473684,14.30473684,21.79626286,4.09355321,1,0.092815425,0.050678818,0.248355539,6701,93969,102.9409888,171.5683147,287.5178257
Ambo,37.835,8.96,2100,Ethiopia,maize,2.98,16.18831579,13.20831579,17.34736842,14.36736842,21.06888618,3.878431928,1,0.124380481,0.084968792,0.230761467,5501,31989,98.11100478,163.5183413,274.0275093
Arbaminch,37.4,6.05,1280,Ethiopia,maize,2.19,9.252631579,7.062631579,17.98947368,15.79947368,15.90431377,3.764382798,1,0.489253112,0.047236945,0.425336195,5801,3755,56.07655502,93.46092504,156.6238032
Areka,37.45,7.04,1801,Ethiopia,maize,2.444444444,15.59715789,13.15271345,17.10526316,14.66081871,26.46574963,4.14781046,1,0.126219897,0.03422615,0.336793337,7401,1457,94.52822967,157.5470494,264.0206915
Assosa,34.52,10.07,1575,Ethiopia,maize,2.75,18.05736842,15.30736842,18.81052632,16.06052632,29.27571476,4.458468903,1,0.153345106,0.076319837,0.300474067,7501,16198,109.4385965,182.3976608,305.6658739
Ayira,35.33,9.06,1700,Ethiopia,maize,2.91,18.75663158,15.84663158,18.74210526,15.83210526,27.74486022,4.304479879,1,0.106622728,0.106419457,0.294032618,7701,59481,113.676555,189.460925,317.5026421
Bahir Dar,37.38,11.58,1790,Ethiopia,maize,2.77,11.46263158,8.692631579,11.97368421,9.203684211,19.95510176,4.822246227,1,0.083100243,0.052661917,0.299660736,6601,25979,69.47049442,115.7841574,194.03355
Bako,37.03,9.07,1650,Ethiopia,maize,3.31,15.83476874,12.52476874,16.22105263,12.91105263,22.79908702,4.765777087,1,0.100776239,0.073450302,0.268506627,6501,25448,95.96829539,159.947159,268.0428461
Butajira,38.22,8.08,1840,Ethiopia,maize,2.71,14.68035435,11.97035435,14.88947368,12.17947368,21.17140399,3.908250675,1,0.086068043,0.073908039,0.231065594,5701,1226,88.97184455,148.2864076,248.5015112
Debre Markos,37.736,10.33,2470,Ethiopia,maize,2.77,12.56480595,9.794805954,13.15263158,10.38263158,20.49944973,4.519248125,1,0.112431894,0.085094016,0.277062583,6601,14932,76.15033912,126.9172319,212.6905927
Gore,35.53,8.02,1880,Ethiopia,maize,2.59,15.43131579,12.84131579,15.49473684,12.90473684,26.28532971,4.411743293,1,0.080546788,0.08992902,0.249857304,7801,15276,93.523126,155.8718767,261.2134014
Haramaya,42.03,9.4,1980,Ethiopia,maize,2.47,11.88094737,9.410947368,17.60526316,15.13526316,17.22174132,3.580329056,1,0.356443126,0.063856763,0.295080944,6301,9569,72.00574163,120.0095694,201.1145852
Harar,42.1,9.31,1840,Ethiopia,maize,2.31,11.40721053,9.097210526,17.90526316,15.59526316,17.39519341,3.522587463,1,0.311450282,0.044073308,0.400650591,7201,11663,69.13460925,115.2243488,193.0954108
Jimma,36.43,7.84,1750,Ethiopia,maize,2.52,16.16143825,13.64143825,16.28421053,13.76421053,24.25649962,3.78223634,1,0.089319248,0.09120551,0.265738074,6801,132983,97.9481106,163.246851,273.57254
Kulumsa,39.15,8,2200,Ethiopia,maize,2.54,11.16552632,8.625526316,14.43157895,11.89157895,16.1095463,3.664694922,1,0.227325153,0.058480589,0.247053997,5501,36956,67.66985646,112.7830941,189.0043044
Melkassa,39.33,8.4,1550,Ethiopia,maize,3.02,8.320833333,5.300833333,12.77777778,9.757777778,16.40813659,5.955241562,1,0.311232333,0.038298052,0.2345572,7201,25323,50.42929293,84.04882155,140.8508002
Nekemte,36.54,9.09,2110,Ethiopia,maize,3.35,12.86315789,9.513157895,12.86315789,9.513157895,20.22769164,5.267972885,1,0.04890852,0.04890852,0.248258208,6801,45680,77.9585327,129.9308878,217.7409414
Pawe,36.403,11.31,1100,Ethiopia,maize,3.03,12.78205263,9.752052632,13.45263158,10.42263158,24.79046468,5.876607627,1,0.073242888,0.04631411,0.231311047,8601,2349,77.46698565,129.1116427,216.3680331
Shambu,37.1212,9.57117,2550,Ethiopia,maize,3.525,10.21857895,6.693578947,10.22105263,6.696052632,17.94824028,6.191423222,1,0.085530119,0.085203918,0.157403903,5801,3839,61.9307815,103.2179692,172.9748649
Shire Endasilasse,38.334,14.1,1920,Ethiopia,maize,2.32,8.384210526,6.064210526,8.384210526,6.064210526,17.3747246,4.807770623,1,0.079042331,0.079042331,0.303293674,7201,3384,50.81339713,84.68899522,141.9236169
Woliso,37.97,8.55,2060,Ethiopia,maize,2.86,18.53015789,15.67015789,19.56842105,16.70842105,26.26822026,4.054315693,1,0.150498563,0.081356192,0.173812139,6501,19185,112.3039872,187.1733121,313.6690117
Wolkite,37.78,8.27,1880,Ethiopia,maize,2.54,15.82584211,13.28584211,19.52631579,16.98631579,24.03659304,3.8578008,1,0.273112856,0.059475696,0.485102994,6501,7723,95.91419458,159.856991,267.8917406
Bolgatanga,-0.867,10.8,180,Ghana,maize,1.8375,9.2749,7.4374,14.3,12.4625,20.8698143,4.13463043,1,0.370786739,0.060198891,0.100506771,10301,54848,56.21151515,93.68585859,157.0007516
Kete-Krachie,-0.051,7.801,87,Ghana,maize,1.5875,7.504111386,5.916611386,13.72589109,12.13839109,16.55884484,3.503035181,1.208536585,0.464994024,0.044567912,0.241486118,10501,30620,45.47946295,75.79910491,127.0257499
Koforidua,-0.262,6.08,172,Ghana,maize,2.5625,10.15443835,7.591938348,15.01584823,12.45334823,24.28439405,6.128232565,1.208536585,0.298593028,0.028852068,0.11221027,9601,29501,61.5420506,102.5700843,171.8891258
Sefwi- Bekwai,-2.3333,6.2,172,Ghana,maize,1.3,11.13352,9.83352,14.272,12.972,24.53843431,2.865218243,1,0.241564647,0.036817068,0.108785659,9701,57765,67.47587879,112.459798,188.4625179
Sunyani,-2.333,7.333,309,Ghana,maize,1.825,9.563375,7.738375,15.5575,13.7325,21.52481746,4.107628517,1.9,0.219636746,0.093177988,0.151483385,9501,195851,57.95984848,96.59974747,161.8839085
Wa,-2.5,10.067,323,Ghana,maize,1.5875,10.76965,9.18215,15.175,13.5875,21.32393999,3.143254862,1,0.42711011,0.052756208,0.514443348,10301,51654,65.27060606,108.7843434,182.3031132
Yendi,-0.004,9.432,197,Ghana,maize,1.725,9.980421053,8.255421053,14.09473684,12.36973684,21.29387834,3.680399848,1,0.301794132,0.071828826,0.174601811,10401,45676,60.48740032,100.8123339,168.9434502
Dagoretti,36.45,-1.241,1798,Kenya,maize,1.011878571,3.143593833,2.131715262,9.215789474,8.203910902,9.526964179,3.066595564,1,0.730004073,0.094959569,0.819006774,7201,3571,19.05208384,31.75347306,53.21314456
Eldoret,35.3,0.483,2120,Kenya,maize,3.714356974,13.72209484,10.00773787,21.41578947,17.7014325,28.08164244,7.601262464,1,0.349930141,0.054571651,0.141711706,6401,3602,83.16421116,138.6070186,232.2805856
Kakamega,34.46,0.17,1530,Kenya,maize,2.485714286,12.471675,9.985960714,15.02,12.53428571,20.93048952,4.171630259,1.95,0.151018519,0.037247938,0.091232804,7701,186598,75.58590909,125.9765152,211.1141197
Kericho,35.16,-0.22,2093,Kenya,maize,2.414285714,13.07184211,10.65755639,14.98421053,12.56992481,19.42198286,3.587116137,1,0.196035866,0.066337642,0.233609188,7501,44039,79.22328549,132.0388091,221.2734407
Kisii,34.7886,-0.6831,1171,Kenya,maize,1.785714286,12.7001,10.91438571,14.965,13.17928571,21.99878054,3.093167508,1.95,0.151919029,0.038388184,0.215505607,6801,47986,76.97030303,128.2838384,214.9807809
Kisumu,34.7349,-0.072,1146,Kenya,maize,1.557142857,9.026175,7.469032143,19.155,17.59785714,15.02012416,2.591183868,1.95,0.418489329,0.042352028,0.512230134,7601,68531,54.70409091,91.17348485,152.7904623
Kitale,34.9588,0.9733,1850,Kenya,maize,4.127778479,14.21345,10.08567152,19.65,15.52222152,20.2422111,5.878612396,1,0.401394388,0.047953265,0.113305934,6401,138755,86.14212121,143.570202,240.5979938
Nakuru,36.6,-0.155,1901,Kenya,maize,2.4,4.815151515,2.415151515,13.48421053,11.08421053,10.51233126,5.239626404,1,0.743862225,0.058616925,0.241762433,5401,33322,29.18273646,48.63789409,81.50841592
Bougouni,-7.5,11.42,344,Mali,maize,2.072833333,15.40586667,13.33303333,15.86,13.78716667,28.05693498,3.775013203,1,0.05862672,0.041605934,0.227662747,10301,161683,93.36888889,155.6148148,260.7826117
Dag Dag,-11.4,14.48,47,Mali,maize,1.6037,6.5075,4.9038,10.75555556,9.151855556,17.19597257,4.237753548,1,0.525324542,0.086175778,0.704277436,10101,7848,39.43939394,65.73232323,110.1556233
Koutiala,-5.47,12.38,367,Mali,maize,2.333333333,8.844842105,6.511508772,16.77894737,14.44561404,17.21562818,4.541607256,1,0.721314364,0.059485115,,10201,192995,53.60510367,89.34183945,149.720952
San,-4.83,13.33,284,Mali,maize,1.3634,5.078111111,3.714711111,10.63333333,9.269933333,13.66122381,3.667842656,1,0.61870303,0.066342417,0.484035156,10101,74140,30.77643098,51.29405163,85.95966113
Segou,-6.15,13.4,289,Mali,maize,1.3709,6.139833333,4.768933333,10.64444444,9.273544444,15.97807859,3.567580218,1,0.543456016,0.093792089,0.471365721,10101,42229,37.21111111,62.01851852,103.9319505
Senou,-7.95,12.53,381,Mali,maize,1.5238,12.90938889,11.38558889,15.86111111,14.33731111,25.25984833,2.981625019,1,0.200295822,0.059543083,0.529823561,10201,43403,78.23872054,130.3978676,218.5235159
Sikasso,-5.68,11.35,375,Mali,maize,2.072833333,16.34305263,14.2702193,17.1,15.02716667,29.7558738,3.774017527,1,0.085185355,0.057661596,0.227662747,9401,27742,99.04880383,165.0813397,276.6468152
Akure,5.301,7.2467,335,Nigeria,maize,2.522222222,9.709052632,7.186830409,15.39473684,12.87251462,21.74456253,5.6488126,1,0.508737971,0.048196641,0.435120995,9701,72716,58.84274322,98.0712387,164.3498647
Awka,7.05,6.2,3525,Nigeria,maize,1.8,14.01936842,12.21936842,14.63157895,12.83157895,30.04386982,3.857446645,1,0.064154402,0.049863087,0.087841046,9801,109619,84.96586922,141.609782,237.3126803
Bauchi,9.817,10.283,609,Nigeria,maize,2.2,12.53272727,10.33272727,14.49,12.29,24.67618174,4.331666894,1,0.257135472,0.054978445,0.346171505,9301,62124,75.95592287,126.5932048,212.1475812
Benin,5.57,6.317,79,Nigeria,maize,2.177777778,9.321842105,7.144064327,14.72105263,12.54327485,21.82064629,5.097760514,1,0.438676685,0.052402454,0.298273091,10901,22096,56.49601276,94.16002127,157.7953635
Bida,6.017,9.1,143,Nigeria,maize,2.111111111,11.19478895,9.083677841,14.65263158,12.54152047,22.97340873,4.332320925,1,0.307704885,0.06354962,0.193058199,10401,166208,67.84720577,113.0786763,189.4996474
Ibi,9.75,8.183,111,Nigeria,maize,2.055555556,8.083684211,6.028128655,14.88421053,12.82865497,17.68969292,4.498214628,1,0.609407119,0.067195112,0.121891592,10401,118554,48.99202552,81.65337586,136.8364615
Kaduna,7.45,10.6,642,Nigeria,maize,2.266666667,13.60875,11.34208333,13.825,11.55833333,26.6208341,4.433952956,1,0.056195005,0.055726848,0.151227675,9401,87181,82.47727273,137.4621212,230.3619422
Kano,8.533,12.05,481,Nigeria,maize,2.166666667,7.09035,4.923683333,10.66,8.493333333,17.35576803,5.30356951,1,0.537890424,0.059126469,0.136524918,9101,121107,42.97181818,71.61969697,120.0218093
Katsina,7.617,13.017,427,Nigeria,maize,1.7,6.988157895,5.288157895,11.49473684,9.794736842,17.1382789,4.169206616,1,0.691912399,0.072233955,0.238942306,10101,26800,42.35247209,70.58745348,118.2919537
Lokoja,6.733,7.8,44,Nigeria,maize,1.944444444,12.27415789,10.32971345,14.69473684,12.7502924,25.68673397,4.069234533,1,0.226898021,0.064975445,0.281816267,10501,99406,74.38883573,123.9813929,207.7706514
Maidu,13.083,11.85,354,Nigeria,maize,2.088888889,6.242388889,4.1535,11.1,9.011111111,15.7429822,5.268069833,1,0.273639753,0.051056246,0.78714868,10101,84227,37.83265993,63.05443322,105.6679584
Oshogbo,4.483,7.783,304,Nigeria,maize,1.877777778,13.83684211,11.95906433,14.88421053,13.00643275,30.54638825,4.145406055,1,0.128255799,0.079186958,0.17817923,9501,194868,83.85964912,139.7660819,234.2229684
Yelwa,4.75,10.883,243,Nigeria,maize,1.966666667,9.57905,7.612383333,15.065,13.09833333,20.00126517,4.106442862,1,0.62446879,0.053852342,0.249100652,10301,80806,58.05484848,96.75808081,162.1492468
nig_rfmz1,7.58368259,4.704867512,27,Nigeria,maize,1.638544444,10.50257576,8.864031313,13.095,11.45645556,26.16378549,4.081905843,1,0.406333923,0.05025791,0.160009784,9901,95004,63.65197429,106.0866238,177.7822173
nig_rfmz2,7.266144284,8.203596328,88,Nigeria,maize,2.073422222,13.50895,11.43552778,15.82,13.74657778,28.2048787,4.329027961,1,0.321579517,0.035910197,0.2679188,9501,75834,81.87242424,136.4540404,228.672579
nig_rfmz3,5.896282385,4.704867512,20,Nigeria,maize,1.756722222,6.2255,4.468777778,12.6,10.84327778,17.15163845,4.839878631,1,0.698321244,0.056414179,0.156165854,9901,87073,37.73030303,62.88383838,105.3820719
Arusha,36.633,-3.321,1387,Tanzania,maize,0.944444444,4.425684211,3.481239766,11.3,10.35555556,12.32327799,2.629797085,1,0.35716727,0.074742534,0.729957102,6501,6684,26.82232855,44.70388091,74.91571309
DODOMA,35.7667,-6.1667,1120,Tanzania,maize,1.725,3.835526316,2.110526316,14.76842105,13.04342105,9.628949989,4.330550064,1,0.786437644,0.052935474,0.727200437,7101,51136,23.24561404,38.74269006,64.92582284
KIA,37.0745,-3.4294,896,Tanzania,maize,1.46,2.589894737,1.129894737,15.02631579,13.56631579,8.197898459,4.621396994,1,0.808775876,0.054239975,0.630732298,7201,34373,15.69633174,26.1605529,43.84041016
KIGOMA,29.76,-4.8833,885,Tanzania,maize,1.844444444,12.77012228,10.92567783,15.61052632,13.76608187,23.00622147,3.322888886,1,0.268900921,0.064197797,0.556291951,7501,54890,77.39468046,128.9911341,216.1660821
Shinyanga,33.4333,-3.6667,1126,Tanzania,maize,1.3,4.170453361,2.870453361,10.77368421,9.473684211,11.70273262,3.647937308,1,0.458258882,0.053664095,0.574353251,7201,107804,25.27547492,42.12579153,70.59529613
Singida,34.733,-4.817,1524,Tanzania,maize,0.95,6.08,5.13,20.51578947,19.56578947,12.82520944,2.003938975,1,0.620948859,0.046872795,0.369172167,7201,96498,36.84848485,61.41414141,102.9191225
Solesia,31.95,-8.77,,Tanzania,maize,2.088888889,13.01885,10.92996111,13.24,11.15111111,27.69855904,4.444264449,1,0.103490063,0.063163331,0.157769042,7401,57024,78.90212121,131.5035354,220.3764175
Sumbawanga,31.57,-8,,Tanzania,maize,2.366666667,15.82625,13.45958333,16.345,13.97833333,29.19143502,4.365304239,1,0.106813236,0.059299537,0.275459257,6401,62700,95.91666667,159.8611111,267.8986452
tan_rfmz1,33.62356705,-2.689588813,1213,Tanzania,maize,2.522222222,3.01595,0.493727778,8.395,5.872777778,9.174859462,7.672883974,1,0.680438517,0.063087851,0.425070186,7301,182002,18.27848485,30.46414141,51.0524552
tan_rfmz3,31.5156132,-2.629463008,1216,Tanzania,maize,2.233333333,4.83295,2.599616667,6.22,3.986666667,14.81184713,6.844637731,1,0.234442411,0.062288457,1.204802153,7401,123436,29.29060606,48.81767677,81.80969955
tan_rfmz4,30.87034241,-4.735190291,1107,Tanzania,maize,1.655555556,12.10540404,10.44984848,13.09,11.43444444,24.39155175,3.335829921,1,0.129942162,0.070274791,0.306675427,7401,53113,73.36608509,122.2768085,204.9140727
tan_rfmz5,32.28683039,-3.651871512,1193,Tanzania,maize,1.222222222,7.47225,6.250027778,17.395,16.17277778,13.94330689,2.280681124,1,0.787410408,0.084169221,0.254748296,7301,196505,45.28636364,75.47727273,126.4864167
tan_rfmz6,31.90635846,-5.879807347,1105,Tanzania,maize,1.816666667,12.6392,10.82253333,18.7,16.88333333,21.68157134,3.116351346,1,0.386012807,0.073322509,0.224048644,7301,40901,76.60121212,127.6686869,213.949897
tan_rfmz8,34.20616051,-1.908077887,1336,Tanzania,maize,1.977777778,6.19055,4.212772222,18.38,16.40222222,13.25404961,4.234448438,1,0.74683582,0.065302673,0.601333577,7401,67496,37.51848485,62.53080808,104.7904562
tan_rfmz9,35.28818635,-8.717930779,1242,Tanzania,maize,1.566666667,16.1717,14.60503333,17.13,15.56333333,27.8135893,2.694498614,1,0.136962233,0.060729333,0.272680971,7501,424,98.01030303,163.3505051,273.7462457
Arua,30.91666667,3.05,1211,Uganda,maize,1.2,7.992575,6.792575,14.04,12.84,16.24450088,2.438938772,1.95,0.382527324,0.041088254,,7601,5230,48.43984848,80.73308081,135.2942115
Bulindi,31.44056,1.47639,1209,Uganda,maize,1.65,5.656925,4.006925,10.635,8.985,12.186017,3.554391839,1.95,0.398225847,0.033974676,,7601,9533,34.28439394,57.14065657,95.75752586
Gulu,32.28333333,2.783333333,1105,Uganda,maize,1.15,12.87903465,11.72903465,15.67,14.52,22.2507722,1.986825001,1.95,0.159252672,0.035340827,,7601,3859,78.05475548,130.0912591,218.009695
Kabale,30.01,-1.236,1869,Uganda,maize,1.15,3.49825,2.34825,6.81,5.66,10.08401086,3.314975341,1.95,0.260193245,0.055641428,,6501,5475,21.20151515,35.33585859,59.2165823
Kitgum,32.8867,3.2783,953,Uganda,maize,1.15,7.21,6.06,15.8775,14.7275,14.378092,2.293315644,1.95,0.333617099,0.041090826,,8401,14009,43.6969697,72.82828283,122.0471831
Lira,32.93333333,2.35,1091,Uganda,maize,1.15,10.19318182,9.043181818,14.535,13.385,18.49408578,2.086512241,1.95,0.232266082,0.032617264,,8501,64084,61.7768595,102.9614325,172.5449554
Mbarara,30.68333333,-0.6,1402,Uganda,maize,1.7,4.71395,3.01395,11.83,10.13,12.34410707,4.451676835,1.95,0.276401655,0.038940248,,7401,18911,28.56939394,47.61565657,79.79532856
Namulonge,32.615,0.525,1160,Uganda,maize,1.6,7.75719697,6.15719697,13.0225,11.4225,16.88373936,3.482441284,1.95,0.276127429,0.04398004,,7501,171144,47.01331497,78.35552495,131.3098529
Soroti,33.61666667,1.716666667,1123,Uganda,maize,0.75,9.054575,8.304575,16.0975,15.3475,17.17486931,1.422612545,1.95,0.318772763,0.036145184,,8501,36065,54.87621212,91.46035354,153.2712029
Tororo,34.16666667,0.683333333,1171,Uganda,maize,1.2,11.3122,10.1122,15.1025,13.9025,21.23283419,2.252382474,1.95,0.22893696,0.021602559,,7601,87306,68.55878788,114.2646465,191.4871214
uga_rfmz1,31.67768142,1.877807089,1044,Uganda,maize,1.6,4.183477633,2.583477633,13.8952381,12.2952381,9.856437995,3.769662987,1.952380952,0.701256558,0.048915197,,7501,104746,25.3544099,42.25734983,70.81576434
uga_rfmz3,32.1035848,2.418818597,986,Uganda,maize,1.15,5.836,4.686,15.12857143,13.97857143,11.85607028,2.336271559,1.952380952,0.765397988,0.079564661,,8501,7408,35.36969697,58.94949495,98.78881564
uga_rfmz5,34.03833584,1.998022138,1071,Uganda,maize,0.75,2.241510342,1.491510342,12.30714286,11.55714286,5.859510627,1.960567787,1.952380952,1.033194019,0.054631898,,8401,9176,13.58491116,22.6415186,37.94313775
Chipata,32.58972222,-13.56222222,1032,Zambia,maize,2.985714286,14.08042105,11.09470677,16.72631579,13.7406015,24.48773143,5.192555627,1,0.286224946,0.062158372,0.421188538,7401,84184,85.33588517,142.2264753,238.346148
Choma,26.988,-16.81166667,1278,Zambia,maize,3.085714286,9.279736842,6.194022556,13.37894737,10.29323308,19.62332541,6.525182404,1,0.420163819,0.065188137,0.589431431,7301,49218,56.24082935,93.73471558,157.0826272
Kabwe,28.45111111,-14.44388889,1207,Zambia,maize,3.75,13.39831579,9.648315789,17.2,13.45,23.19206434,6.491132365,1,0.267802102,0.063304198,0.670548697,7301,87976,81.20191388,135.3365231,226.7998198
Kasama,31.13888889,-10.22138889,1384,Zambia,maize,4.3,18.63821053,14.33821053,18.64736842,14.34736842,26.14510732,6.031907479,1,0.064527443,0.065126379,0.310851747,7601,12894,112.9588517,188.2647528,315.4980712
Livingstone,25.86583333,-17.735,986,Zambia,maize,0.871428571,6.650442939,5.779014368,17.91578947,17.0443609,13.0877351,1.714927322,1,0.854582456,0.069447941,0.774666056,7201,40843,40.30571478,67.1761913,112.5752881
Mansa,28.85,-11.1,1384,Zambia,maize,3.628571429,17.96552632,14.33695489,18.15263158,14.52406015,25.98475315,5.248247739,1,0.073691235,0.076847175,0.341151823,7501,7422,108.8819777,181.4699628,304.1112178
Mongu,23.1623,-15.2545,1053,Zambia,maize,0.66,11.31184211,10.65184211,17.08421053,16.42421053,19.62041548,1.144771479,1,0.365916614,0.074788294,0.380300012,7301,14203,68.55661882,114.2610314,191.4810631
Mpika,31.45444444,-11.83805556,1402,Zambia,maize,4.242857143,15.93742105,11.69456391,16.8,12.55714286,26.15517772,6.963026343,1,0.129318259,0.067780519,0.410682406,7501,9402,96.59043062,160.984051,269.7804918
Mumbwa,27.1833,-15.0667,1218,Zambia,maize,3.285714286,11.53452632,8.24881203,16.5,13.21428571,21.22748249,6.046840639,1,0.457475757,0.070649327,0.690547393,7301,52447,69.9062201,116.5103668,195.2505472
zam_rfmz1,32.90881618,-10.65747293,717,Zambia,maize,2.16,14.7292,12.5692,16.065,13.905,27.68068938,4.059303226,1,0.145937735,0.07554557,0.211143597,7301,2197,89.26787879,148.779798,249.3283453
zam_rfmz2,32.10014612,-11.56912128,1081,Zambia,maize,4.242857143,19.72594059,15.48308345,20.31,16.06714286,29.52194191,6.34988134,1,0.092662719,0.057749663,0.410682406,7401,2431,119.5511551,199.2519252,333.9106081
Bobo-Dioulasso,-4.317,11.167,445,Burkina Faso,millet,0.822403874,5.409493511,4.587089637,5.660274306,4.837870432,14.22598422,2.162772634,1,0.098903411,0.030465028,0.217747987,10301,27208,,,
Bogandé,-0.137,12.974,281,Burkina Faso,millet,0.684010485,2.990438415,2.306427929,4.19042873,3.506418245,9.713214457,2.221727925,1,0.314804383,0.064627619,0.195619801,10101,89144,,,
Boromo,-2.933,11.75,243,Burkina Faso,millet,0.953076494,5.03612794,4.083051447,5.442717405,4.489640911,13.25604399,2.508678112,1,0.080775216,0.046308759,0.328796984,10201,91640,,,
Dori,-0.0333,14.0333,288,Burkina Faso,millet,0.668488468,1.916420464,1.247931996,5.040290135,4.371801667,6.462803692,2.254364228,1,0.595370289,0.15131899,0.218453456,10001,133056,,,
