iter	MultiClass
167	1.114061005
168	1.112550902
169	1.111153573
170	1.110257252
171	1.109480127
172	1.108479322
173	1.107599676
174	1.106728467
175	1.105658043
176	1.104814157
177	1.103667891
178	1.102593207
179	1.101410448
180	1.100325382
181	1.099033581
182	1.098155924
183	1.096636903
184	1.095575263
185	1.094750606
186	1.093302333
187	1.092782127
188	1.091982586
189	1.090581091
190	1.090081118
191	1.089407806
192	1.088206885
193	1.087304526
194	1.086761192
195	1.085835593
196	1.084889695
197	1.08390547
198	1.083039764
199	1.082236094
200	1.0811904
201	1.080449579
202	1.07955864
203	1.078759739
204	1.077536575
205	1.076578658
206	1.075395835
207	1.074339318
208	1.073435969
209	1.0724455
210	1.071528516
211	1.070440265
212	1.06924764
213	1.06844008
214	1.067320216
215	1.066497075
216	1.066059587
217	1.065232007
218	1.064362657
219	1.063755159
220	1.062952411
221	1.062322981
222	1.061591959
223	1.06053724
224	1.059649612
225	1.059031961
226	1.058012812
227	1.057678058
228	1.056894837
229	1.05621399
230	1.055558435
231	1.054431365
232	1.053818987
233	1.053189687
234	1.05245434
235	1.051924312
236	1.051154981
237	1.050314445
238	1.049505196
239	1.049089507
240	1.048465416
241	1.047893184
242	1.047206921
243	1.046590413
244	1.045756715
245	1.044574301
246	1.043625344
247	1.042957466
248	1.042304288
249	1.041682624
250	1.040721071
251	1.039969751
252	1.0392077
253	1.038549863
254	1.037949661
255	1.037457389
256	1.036528685
257	1.03581891
258	1.035101201
259	1.034495866
260	1.033995246
261	1.03325243
262	1.032770887
263	1.032191463
264	1.031070441
265	1.030407834
266	1.029818312
267	1.029141632
268	1.028320972
269	1.027728981
270	1.027111563
271	1.026386439
272	1.025628039
273	1.024923106
274	1.024020515
275	1.023551461
276	1.022843962
277	1.022406636
278	1.021755453
279	1.021275532
280	1.020930833
281	1.020517388
282	1.020304243
283	1.019504845
284	1.019173788
285	1.018916848
286	1.018498399
287	1.017867237
288	1.017192345
289	1.016872801
290	1.016535352
291	1.016006264
292	1.015527321
293	1.015109197
294	1.014691915
295	1.014424851
296	1.014017476
297	1.013426204
298	1.013070331
299	1.012356417
300	1.011576019
301	1.011221979
302	1.01052446
303	1.010043115
304	1.009703469
305	1.009060123
306	1.008438021
307	1.007737114
308	1.007280518
309	1.006994937
310	1.006540329
311	1.005952117
312	1.005493715
313	1.005134844
314	1.004430383
315	1.004120015
316	1.003710044
317	1.003240587
318	1.002883182
319	1.002480931
320	1.001982076
321	1.001417499
322	1.001002272
323	1.000827699
324	1.000592063
325	1.000020441
326	0.9996429446
327	0.9991064964
328	0.9987894142
329	0.9984789885
330	0.9980480678
331	0.9976338059
332	0.9973431021
333	0.9966908057
334	0.9960404035
335	0.9956490581
336	0.9953419856
337	0.9950934176
338	0.9946755127
339	0.9941115018
340	0.9936523017
341	0.9931349005
342	0.992623405
343	0.9921540232
344	0.9916432282
345	0.9914048939
346	0.9909884228
347	0.990729061
348	0.9902974782
349	0.9899054552
350	0.9894127754
351	0.9888596426
352	0.9883710762
353	0.9879556828
354	0.9874503049
355	0.9870587379
356	0.9866555302
357	0.9861464912
358	0.9859501932
359	0.9856538103
360	0.9851639401
361	0.9847403516
362	0.9844062567
363	0.983749423
364	0.9833575771
365	0.9830384846
366	0.9825511794
367	0.9820977219
368	0.9815641188
369	0.9812163148
370	0.9809975261
371	0.9805580559
372	0.980251892
373	0.9797243169
374	0.9794591687
375	0.9789901386
376	0.978523675
377	0.978276832
378	0.9778186459
379	0.9776105433
380	0.9772109876
381	0.9768609566
382	0.9765024334
383	0.9760567743
384	0.9756692003
385	0.9753788938
386	0.975130254
387	0.9747712228
388	0.9743101055
389	0.9737679335
390	0.9733148529
391	0.9729337358
392	0.9725783301
393	0.9723685507
394	0.9720210325
395	0.9715980339
396	0.9712677131
397	0.971083538
398	0.9707731456
399	0.9702169147
400	0.969946639
401	0.9696471721
402	0.9692360638
403	0.9686401981
404	0.9682220389
405	0.9678015794
406	0.9675642743
407	0.9670695462
408	0.9668209026
409	0.9663593235
410	0.9659897564
411	0.9657314402
412	0.9653861471
413	0.9650736446
414	0.9648506776
415	0.9645250691
416	0.9642147523
417	0.9639482728
418	0.9636409445
419	0.9631574695
420	0.9629251309
421	0.9626246042
422	0.9623860592
423	0.962130985
424	0.9617376332
425	0.9613170706
426	0.9608150026
427	0.9605631942
428	0.9602758762
429	0.9598573229
430	0.959636758
431	0.9592814467
432	0.9590219209
433	0.9585701226
434	0.9581870289
435	0.9576745899
436	0.9572905525
437	0.9570303599
438	0.956747653
439	0.9564104558
440	0.9560770881
441	0.9559093822
442	0.9556574481
443	0.9553681779
444	0.9551663468
445	0.9549425114
446	0.9546713404
447	0.9544699186
448	0.9540555443
449	0.9538954955
450	0.9536716703
451	0.9532002977
452	0.9527941666
453	0.9523830901
454	0.9521121471
455	0.9518930837
456	0.9516228641
457	0.951404119
458	0.9510652291
459	0.9506144403
460	0.9503524059
461	0.9499774407
462	0.9496446441
463	0.9495062536
464	0.9491678041
465	0.9489788389
466	0.9486661141
467	0.9484622958
468	0.9482809052
469	0.9480187125
470	0.9476274524
471	0.9473856667
472	0.9472180305
473	0.9468738571
474	0.946566789
475	0.9462280026
476	0.9458086117
477	0.9456240073
478	0.9453506486
479	0.9450938926
480	0.9447897718
481	0.9444464273
482	0.9441623981
483	0.943813881
484	0.9435661168
485	0.9433045785
486	0.9430903558
487	0.942862422
488	0.942572291
489	0.9424389509
490	0.9422121848
491	0.9419176318
492	0.9417651722
493	0.9415940188
494	0.941266719
495	0.9409674898
496	0.9407289294
497	0.9404047628
498	0.9401659581
499	0.9399951414
500	0.939658512
501	0.9395367517
502	0.9391635182
503	0.9387912475
504	0.9384237505
505	0.9381022744
506	0.9378559449
507	0.9375675097
508	0.9374389804
509	0.9372044891
510	0.9368192599
511	0.9365406176
512	0.9363782577
513	0.9362396974
514	0.9361124845
515	0.9358923066
516	0.9357056153
517	0.9355603257
518	0.9353989995
519	0.9350118119
520	0.9347543364
521	0.9345578282
522	0.9342774343
523	0.9340488371
524	0.9339066405
525	0.9337234703
526	0.933503484
527	0.9334259639
528	0.9330771077
529	0.9329377541
530	0.932765803
531	0.9326283075
532	0.9324866309
533	0.9322277943
534	0.9319997393
535	0.9318490292
536	0.9316604657
537	0.9314193483
538	0.9311525659
539	0.930814817
540	0.9306584679
541	0.9305031285
542	0.9303279311
543	0.9299565909
544	0.9297272714
545	0.9295092673
546	0.9294044393
547	0.9292725266
548	0.9291835327
549	0.9290463343
550	0.9287768176
551	0.92868347
552	0.9283788926
553	0.9281290161
554	0.9279616729
555	0.9277015709
556	0.9275989402
557	0.9273796759
558	0.9271513423
559	0.9269028324
560	0.9266902084
561	0.9265084211
562	0.9263337665
563	0.9260256174
564	0.9258926975
565	0.9257977253
566	0.9256983247
567	0.9254183874
568	0.9253051888
569	0.9251236934
570	0.924806431
571	0.9246383516
572	0.9243566265
573	0.9242392571
574	0.9240025588
575	0.9237289633
576	0.9235801318
577	0.9234751691
578	0.9232947889
579	0.9231612755
580	0.9229248034
581	0.9227521373
582	0.922587728
583	0.9223770242
584	0.9221627645
585	0.9220335457
586	0.9219068322
587	0.9216399143
588	0.9212389902
589	0.9210211257
590	0.9208211248
591	0.9205617199
592	0.9203373883
593	0.9201747281
594	0.9199222181
595	0.9197512118
596	0.919430809
597	0.919185899
598	0.9190246751
599	0.9188732924
600	0.9187086265
601	0.9186216444
602	0.918390069
603	0.9182128927
604	0.9180997868
605	0.9178409239
606	0.9176549002
607	0.9174879906
608	0.9173396115
609	0.9171746944
610	0.9169705306
611	0.9168018139
612	0.9166012255
613	0.9163556333
614	0.9162475098
615	0.9160907101
616	0.9159035727
617	0.9157509471
618	0.9155303073
619	0.9153416603
620	0.9151586175
621	0.9149892138
622	0.9147279053
623	0.9146004203
624	0.9144849991
625	0.9143657994
626	0.9141668349
627	0.9140290096
628	0.9138981217
629	0.9136269273
630	0.9134636348
631	0.9133565083
632	0.9132536598
633	0.9130891701
634	0.9129978544
635	0.9128944574
636	0.9127357668
637	0.9124308816
638	0.9122321149
639	0.9121124213
640	0.9119039322
641	0.9117087773
642	0.911564595
643	0.9112732755
644	0.9111862886
645	0.9110908306
646	0.910954962
647	0.9108881664
648	0.9107900818
649	0.9106879692
650	0.9104427919
651	0.9102715924
652	0.9100959864
653	0.9100035455
654	0.9097775681
655	0.9096688189
656	0.9095258936
657	0.9094122124
658	0.9092852087
659	0.9091461336
660	0.9089001752
661	0.9087441822
662	0.9084816809
663	0.9083713756
664	0.9081705923
665	0.9079756136
666	0.9078779612
667	0.9077834589
668	0.907608597
669	0.9073992152
670	0.9070772258
671	0.906946921
672	0.9067706686
673	0.9066782687
674	0.9065756748
675	0.9064470156
676	0.9063382068
677	0.9062751079
678	0.9061013672
679	0.9059283825
680	0.905737728
681	0.9056252075
682	0.9055230713
683	0.9054529194
684	0.9053410111
685	0.9051709577
686	0.9050593986
687	0.9049628478
688	0.9048347648
689	0.9047262694
690	0.9045390459
691	0.9044620371
692	0.9042588057
693	0.90412167
694	0.903976834
695	0.9038430585
696	0.9037056964
697	0.9035706751
698	0.9034075146
699	0.9032309409
700	0.9030555936
701	0.9029527957
702	0.9028223155
703	0.9026506818
704	0.9024544987
705	0.9024024416
706	0.90220613
707	0.9020919292
708	0.9020156069
709	0.9019180142
710	0.9018483446
711	0.901753414
712	0.9016796921
713	0.9015872382
714	0.9014650704
715	0.9013113946
716	0.9011421986
717	0.9009681807
718	0.9008613866
719	0.9007588272
720	0.900677917
721	0.9005919456
722	0.9004661831
723	0.9003811546
724	0.9002307254
725	0.900177467
726	0.9000611124
727	0.8999069028
728	0.8997420474
729	0.8996292901
730	0.8994235082
731	0.8992801449
732	0.8991161052
733	0.8990525908
734	0.8989608968
735	0.8988267955
736	0.8985803645
737	0.8984666035
738	0.898401549
739	0.8982407162
740	0.8981309631
741	0.8979718189
742	0.8978378068
743	0.8977005701
744	0.8975303739
745	0.8974239005
746	0.8973342101
747	0.8971933716
748	0.8970905965
749	0.8969691126
750	0.8968749698
751	0.8968142041
752	0.8967002649
753	0.8964981885
754	0.8964067303
755	0.8962675751
756	0.8960887387
757	0.8959952788
758	0.8958501806
759	0.8957502817
760	0.8956167442
761	0.8955029834
762	0.8954335724
763	0.8953457019
764	0.8952358698
765	0.89514352
766	0.8949642678
767	0.8948182005
768	0.8947434099
769	0.8946148818
770	0.8945651189
771	0.8944575906
772	0.8943659121
773	0.894261818
774	0.8941671158
775	0.8940878839
776	0.8939688002
777	0.893809534
778	0.8936920572
779	0.8935038735
780	0.8934248275
781	0.8932248675
782	0.8931689356
783	0.8930933076
784	0.8929474215
785	0.8928247001
786	0.8927267244
787	0.8926562057
788	0.8925084619
789	0.8924415493
790	0.892296025
791	0.8922185996
792	0.8921139287
793	0.8919306629
794	0.8918075681
795	0.891700738
796	0.8915611113
797	0.8914302958
798	0.8913526448
799	0.8912914379
800	0.8911858476
801	0.8910428886
802	0.8909620436
803	0.8908273791
804	0.8907567063
805	0.8907032956
806	0.8905848392
807	0.8905089426
808	0.8904307518
809	0.8903638095
810	0.8902958449
811	0.890236253
812	0.8901057445
813	0.8900148118
814	0.8899564386
815	0.8898474327
816	0.889733357
817	0.8895313337
818	0.8894679789
819	0.8893970969
820	0.8892687475
821	0.8891439548
822	0.889047144
823	0.8889318642
824	0.8888246852
825	0.8887338021
826	0.8886243192
827	0.8884934335
828	0.8882991046
829	0.8881565854
830	0.8880938735
831	0.8880416777
832	0.8879016248
833	0.8877504158
834	0.887676977
835	0.8876002071
836	0.8874711546
837	0.8874218017
838	0.8873148794
839	0.8872077215
840	0.8871050846
841	0.8870141877
842	0.8869451935
843	0.8868756695
844	0.8866971392
845	0.8865201136
846	0.8864023222
847	0.8863480444
848	0.8862265634
849	0.8861809528
850	0.8860625625
851	0.8858433792
852	0.8857217488
853	0.885657069
854	0.8855655672
855	0.885456461
856	0.8853882415
857	0.8852816541
858	0.8852251706
859	0.8851640452
860	0.8850985201
861	0.8850004192
862	0.8848678126
863	0.8847614623
864	0.8846350768
865	0.8845440757
866	0.8844062544
867	0.8843386649
868	0.884219894
869	0.8841125979
870	0.8840620245
871	0.8839399617
872	0.8838564408
873	0.8837820315
874	0.8837197133
875	0.8836796565
876	0.8836399254
877	0.8835249366
878	0.8833693473
879	0.8832666483
880	0.8831343382
881	0.8830338876
882	0.8829602471
883	0.8828718249
884	0.8827204794
885	0.8826557367
886	0.8826176726
887	0.8825166169
888	0.8824390978
889	0.8823147233
890	0.882232243
891	0.882201404
892	0.8820666928
893	0.8820100409
894	0.8819449853
895	0.8817891426
896	0.8817371803
897	0.8816815608
898	0.8815569788
899	0.8814718096
900	0.8813627614
901	0.8813023099
902	0.8812546037
903	0.8811777178
904	0.8811241579
905	0.8809265146
906	0.8808135507
907	0.8806718954
908	0.8805789075
909	0.8804784059
910	0.880412012
911	0.8802691147
912	0.8802036306
913	0.8801024313
914	0.8800076622
915	0.8799657478
916	0.8798663201
917	0.8797937234
918	0.8797085129
919	0.8796624057
920	0.8795594157
921	0.8794647615
922	0.8793912265
923	0.8792953453
924	0.8791953375
925	0.8790838092
926	0.8789609276
927	0.8788887706
928	0.8788354049
929	0.878774122
930	0.8787070586
931	0.878636117
932	0.8785547056
933	0.8784628027
934	0.8783542155
935	0.8783329699
936	0.8782803621
937	0.8782127247
938	0.8781121298
939	0.8780088259
940	0.8779621772
941	0.8779190736
942	0.8778813927
943	0.877807399
944	0.8777245448
945	0.8776479437
946	0.8775462694
947	0.8774610164
948	0.8774165325
949	0.877334367
950	0.8772453078
951	0.8770906894
952	0.8769615411
953	0.8768753785
954	0.8768013299
955	0.8767569734
956	0.8767059928
957	0.8766293078
958	0.8765641318
959	0.8765038307
960	0.8764299952
961	0.87634283
962	0.8762812758
963	0.8761751344
964	0.876085571
965	0.8759861031
966	0.8758987733
967	0.8758041602
968	0.8757644082
969	0.8756532176
970	0.8756095245
971	0.8755639825
972	0.8754658741
973	0.8754064475
974	0.8753107756
975	0.8752542483
976	0.8751911783
977	0.875135668
978	0.8751088075
979	0.8750006474
980	0.8749720796
981	0.8749242745
982	0.8748800988
983	0.8748501443
984	0.8747970228
985	0.8747101134
986	0.8746778576
987	0.8745754037
988	0.8745288557
989	0.8744473571
990	0.8743682534
991	0.8742511483
992	0.8741935826
993	0.8741485586
994	0.8740689393
995	0.8740200191
996	0.873942482
997	0.8738340851
998	0.8738101115
999	0.8737244895
