iter	Passed	Remaining
484	706	750
485	708	748
486	709	747
487	710	745
488	711	743
489	712	742
490	714	740
491	715	738
492	716	736
493	717	734
494	718	733
495	720	732
496	722	731
497	723	729
498	725	728
499	726	726
500	727	724
501	728	723
502	730	721
503	731	719
504	732	717
505	733	716
506	734	714
507	737	714
508	738	712
509	740	711
510	741	709
511	742	707
512	743	706
513	745	704
514	746	702
515	747	701
516	748	699
517	749	697
518	752	697
519	754	696
520	755	694
521	757	693
522	758	691
523	759	690
524	760	688
525	761	686
526	763	684
527	764	683
528	765	681
529	766	680
530	768	679
531	770	677
532	772	676
533	773	674
534	774	673
535	776	671
536	777	670
537	779	669
538	780	667
539	781	666
540	783	665
541	785	663
542	786	662
543	788	660
544	789	658
545	790	657
546	791	655
547	792	653
548	794	652
549	795	650
550	796	649
551	799	648
552	800	647
553	802	645
554	803	644
555	804	642
556	806	641
557	807	639
558	808	637
559	809	636
560	810	634
561	812	632
562	814	632
563	816	630
564	817	629
565	818	627
566	820	626
567	821	624
568	822	622
569	823	621
570	824	619
571	825	618
572	827	616
573	828	614
574	831	614
575	833	613
576	834	611
577	835	610
578	836	608
579	838	606
580	839	605
581	840	603
582	841	601
583	842	600
584	844	598
585	846	597
586	847	596
587	849	595
588	850	593
589	851	591
590	852	590
591	853	588
592	855	586
593	856	585
594	857	583
595	858	582
596	860	580
597	863	580
598	864	578
599	865	577
600	867	575
601	868	574
602	869	572
603	870	570
604	872	569
605	873	567
606	874	566
607	877	565
608	878	564
609	880	562
610	881	561
611	882	559
612	883	557
613	884	556
614	885	554
615	887	553
616	888	551
617	889	549
618	890	548
619	892	547
620	894	545
621	895	544
622	897	542
623	898	541
624	899	539
625	900	538
626	901	536
627	902	534
628	903	533
629	905	531
630	906	530
631	908	529
632	910	527
633	911	526
634	913	524
635	914	523
636	915	521
637	916	520
638	918	518
639	919	517
640	920	515
641	922	514
642	924	513
643	925	511
644	926	510
645	927	508
646	929	506
647	930	505
648	931	503
649	932	502
650	933	500
651	935	499
652	936	497
653	938	496
654	940	495
655	942	493
656	943	492
657	944	490
658	945	489
659	946	487
660	948	486
661	949	484
662	950	483
663	951	481
664	953	480
665	955	479
666	957	477
667	958	476
668	959	474
669	960	473
670	961	471
671	963	470
672	964	468
673	965	467
674	966	465
675	968	463
676	969	462
677	971	461
678	973	460
679	974	458
680	975	456
681	976	455
682	977	453
683	979	452
684	980	450
685	981	449
686	982	447
687	985	446
688	987	445
689	989	444
690	990	442
691	991	441
692	993	439
693	994	438
694	995	436
695	996	435
696	998	433
697	999	432
698	1001	431
699	1003	429
700	1004	428
701	1005	426
702	1006	425
703	1008	423
704	1009	422
705	1010	420
706	1011	419
707	1012	417
708	1014	416
709	1015	414
710	1017	413
711	1018	412
712	1020	410
713	1021	409
714	1022	407
715	1023	406
716	1024	404
717	1026	403
718	1027	401
719	1028	399
720	1029	398
721	1032	397
722	1033	396
723	1035	394
724	1036	393
725	1037	391
726	1038	390
727	1040	388
728	1041	387
729	1043	385
730	1044	384
731	1047	383
732	1049	382
733	1050	380
734	1052	379
735	1053	377
736	1054	376
737	1056	374
738	1057	373
739	1058	371
740	1059	370
741	1060	368
742	1063	367
743	1064	366
744	1066	364
745	1067	363
746	1068	361
747	1069	360
748	1071	358
749	1072	357
750	1073	355
751	1074	354
752	1075	352
753	1077	351
754	1079	350
755	1080	348
756	1081	347
757	1083	345
758	1084	344
759	1085	342
760	1086	341
761	1088	339
762	1089	338
763	1090	336
764	1091	335
765	1095	334
766	1096	333
767	1098	331
768	1100	330
769	1101	329
770	1102	327
771	1104	326
772	1108	325
773	1110	324
774	1112	322
775	1114	321
776	1115	320
777	1116	318
778	1117	317
779	1119	315
780	1120	314
781	1121	312
782	1122	311
783	1124	309
784	1126	308
785	1128	307
786	1130	305
787	1175	316
788	1179	315
789	1193	317
790	1198	316
791	1210	317
792	1215	317
793	1219	316
794	1225	316
795	1232	315
796	1234	314
797	1235	312
798	1236	311
799	1238	309
800	1240	308
801	1241	306
802	1243	305
803	1244	303
804	1246	301
805	1247	300
806	1250	299
807	1254	298
808	1262	297
809	1265	296
810	1268	295
811	1271	294
812	1274	293
813	1276	291
814	1278	290
815	1280	288
816	1282	287
817	1283	285
818	1284	283
819	1287	282
820	1289	281
821	1290	279
822	1292	277
823	1293	276
824	1294	274
825	1296	273
826	1297	271
827	1298	269
828	1302	268
829	1303	267
830	1305	265
831	1307	264
832	1309	262
833	1310	260
834	1311	259
835	1312	257
836	1313	255
837	1314	254
838	1317	252
839	1319	251
840	1321	249
841	1322	248
842	1324	246
843	1325	244
844	1326	243
845	1327	241
846	1329	240
847	1330	238
848	1333	237
849	1335	235
850	1337	234
851	1338	232
852	1340	230
853	1341	229
854	1342	227
855	1343	226
856	1345	224
857	1346	222
858	1348	221
859	1349	219
860	1351	218
861	1353	216
862	1354	215
863	1355	213
864	1357	211
865	1358	210
866	1359	208
867	1361	206
868	1362	205
869	1365	204
870	1367	202
871	1369	200
872	1370	199
873	1372	197
874	1373	196
875	1374	194
876	1375	192
877	1376	191
878	1379	189
879	1381	188
880	1382	186
881	1384	185
882	1385	183
883	1387	182
884	1388	180
885	1389	178
886	1391	177
887	1392	175
888	1393	174
889	1395	172
890	1398	171
891	1399	169
892	1400	167
893	1402	166
894	1403	164
895	1405	163
896	1406	161
897	1407	159
898	1408	158
899	1410	156
900	1412	155
901	1414	153
902	1415	152
903	1417	150
904	1418	148
905	1419	147
906	1421	145
907	1422	144
908	1424	142
909	1426	141
910	1427	139
911	1429	137
912	1431	136
913	1432	134
914	1434	133
915	1435	131
916	1436	130
917	1438	128
918	1439	126
919	1441	125
920	1443	123
921	1445	122
922	1447	120
923	1448	119
924	1449	117
925	1451	115
926	1452	114
927	1453	112
928	1455	111
929	1457	109
930	1459	108
931	1461	106
932	1462	105
933	1463	103
934	1465	101
935	1466	100
936	1467	98
937	1469	97
938	1470	95
939	1473	94
940	1475	92
941	1476	90
942	1478	89
943	1479	87
944	1480	86
945	1482	84
946	1483	83
947	1484	81
948	1486	79
949	1488	78
950	1489	76
951	1491	75
952	1492	73
953	1494	72
954	1495	70
955	1496	68
956	1497	67
957	1498	65
958	1500	64
959	1501	62
960	1503	61
961	1505	59
962	1507	57
963	1508	56
964	1509	54
965	1510	53
966	1512	51
967	1513	50
968	1514	48
969	1515	46
970	1517	45
971	1519	43
972	1521	42
973	1522	40
974	1523	39
975	1524	37
976	1526	35
977	1527	34
978	1528	32
979	1529	31
980	1530	29
981	1532	28
982	1535	26
983	1537	25
984	1539	23
985	1540	21
986	1541	20
987	1542	18
988	1544	17
989	1545	15
990	1546	14
991	1548	12
992	1550	10
993	1552	9
994	1554	7
995	1555	6
996	1556	4
997	1557	3
998	1558	1
999	1559	0
