iter	MultiClass
650	0.03431240222
651	0.03425401794
652	0.03417770499
653	0.03411901246
654	0.03406193494
655	0.03398797047
656	0.03393160744
657	0.03386445013
658	0.0337645568
659	0.03372278429
660	0.03366977548
661	0.033586549
662	0.03351482619
663	0.03343213218
664	0.03334017882
665	0.03327140411
666	0.03319840976
667	0.03316836418
668	0.03309639363
669	0.03304002155
670	0.03298225482
671	0.0329178866
672	0.03287812264
673	0.03282823655
674	0.03276454033
675	0.03268681542
676	0.03262308738
677	0.03256795783
678	0.03248867919
679	0.03241280565
680	0.03237889527
681	0.03230539123
682	0.03221160886
683	0.03214527332
684	0.03210641919
685	0.03202449538
686	0.03196849933
687	0.03190965575
688	0.0318771128
689	0.03181433075
690	0.03177575841
691	0.03170609077
692	0.03166387386
693	0.03160174734
694	0.03154400433
695	0.0315075785
696	0.03146733995
697	0.03138530888
698	0.03134109216
699	0.03128260154
700	0.03122492991
701	0.03118290821
702	0.03112535494
703	0.0310735485
704	0.03100464864
705	0.03093593412
706	0.03084993324
707	0.03074237729
708	0.03070305083
709	0.03066945135
710	0.03064077679
711	0.03059649331
712	0.03050052709
713	0.03045693675
714	0.03040773874
715	0.03034262419
716	0.03026750641
717	0.03022400613
718	0.03017144049
719	0.03010265545
720	0.03006618458
721	0.02999812463
722	0.02995470653
723	0.02991274257
724	0.02987631166
725	0.02983154771
726	0.02977323463
727	0.02973239989
728	0.02967090327
729	0.02962121239
730	0.02955888563
731	0.02951968936
732	0.02947808223
733	0.02943209083
734	0.02938479233
735	0.02931797137
736	0.02922098624
737	0.02916999928
738	0.02912048727
739	0.02907307475
740	0.02903301715
741	0.02899732457
742	0.02896083545
743	0.02891051856
744	0.02888289877
745	0.02883758011
746	0.02880788672
747	0.02876713896
748	0.02867659816
749	0.02863151597
750	0.02859374894
751	0.02852022909
752	0.02848735124
753	0.02845173518
754	0.02837472946
755	0.02833399587
756	0.02828960618
757	0.02826493334
758	0.02820676141
759	0.02816365803
760	0.02812491282
761	0.0280789505
762	0.02801423547
763	0.02796130454
764	0.02790137453
765	0.02785946351
766	0.02783023327
767	0.02779727007
768	0.02772996053
769	0.02765577194
770	0.02761897115
771	0.0275873843
772	0.02753788517
773	0.02750841482
774	0.02745273167
775	0.02742335636
776	0.02737852088
777	0.02733588299
778	0.02730869077
779	0.02726411098
780	0.02722536805
781	0.02718926233
782	0.02715366189
783	0.0270731893
784	0.02704730761
785	0.02700090577
786	0.02695628325
787	0.0269160923
788	0.026886907
789	0.02683635078
790	0.0267704486
791	0.02673867327
792	0.02668772509
793	0.0266388385
794	0.02661170075
795	0.02656176364
796	0.02651833809
797	0.02647963163
798	0.02644694951
799	0.02641893854
800	0.02637230974
801	0.02633844939
802	0.02627954999
803	0.02623248243
804	0.02620510698
805	0.02616778369
806	0.0261209542
807	0.02609810542
808	0.02607609491
809	0.0260413971
810	0.02600866203
811	0.02596241631
812	0.02593488864
813	0.02589985852
814	0.02586616814
815	0.02582973175
816	0.02581075806
817	0.02577674231
818	0.02573438243
819	0.02569374252
820	0.02567691227
821	0.02563479446
822	0.02560364982
823	0.02556737526
824	0.0255164572
825	0.0254747718
826	0.02544049138
827	0.02541396022
828	0.02538317261
829	0.02536040885
830	0.02530334947
831	0.02526252854
832	0.02523133701
833	0.02519790161
834	0.02516304899
835	0.02510694351
836	0.02507864466
837	0.02503901674
838	0.02501227161
839	0.02496323976
840	0.02493603786
841	0.02488907185
842	0.02485925625
843	0.02483556207
844	0.0248062307
845	0.02476498282
846	0.02473735054
847	0.02470677798
848	0.02467385489
849	0.02465164552
850	0.02461684046
851	0.02457074627
852	0.02454788794
853	0.02449797257
854	0.02444219948
855	0.02440718051
856	0.02437951622
857	0.02434379894
858	0.02431877914
859	0.02427359017
860	0.02422277629
861	0.0241959237
862	0.0241619048
863	0.02412673462
864	0.02410577688
865	0.02408234906
866	0.02404538555
867	0.02400536927
868	0.02397960259
869	0.02394878065
870	0.02392009867
871	0.0238826478
872	0.02385314108
873	0.02380726295
874	0.02378546054
875	0.02374945131
876	0.02372045421
877	0.02367436066
878	0.02365375625
879	0.02363691584
880	0.02360410505
881	0.02355839627
882	0.02352636661
883	0.02350422059
884	0.02347335371
885	0.02343882282
886	0.02341945623
887	0.02338517875
888	0.02336336241
889	0.02332991764
890	0.02330002485
891	0.0232530212
892	0.02322254836
893	0.02319918611
894	0.0231646695
895	0.02312298644
896	0.023096361
897	0.02306924618
898	0.0230509951
899	0.02301927753
900	0.02298530552
901	0.02297225039
902	0.02293950204
903	0.02292299235
904	0.02289353347
905	0.02286103299
906	0.02283161247
907	0.0228048854
908	0.02276095907
909	0.02273757657
910	0.02272157163
911	0.02269617482
912	0.02266465382
913	0.02264705135
914	0.02262061986
915	0.02259476294
916	0.02256503758
917	0.02250512599
918	0.02247415854
919	0.02243625525
920	0.0224030162
921	0.02238606981
922	0.02235362089
923	0.02232890377
924	0.02230383424
925	0.02227283113
926	0.02224487039
927	0.02221717548
928	0.02219378149
929	0.02216918908
930	0.02213709508
931	0.02209542163
932	0.02207180094
933	0.02205083195
934	0.02203480327
935	0.02200479374
936	0.02197741509
937	0.02194983949
938	0.02192862567
939	0.02190106694
940	0.0218842125
941	0.02185768985
942	0.02183622975
943	0.02180026975
944	0.02176341299
945	0.02173484789
946	0.02170597912
947	0.02167864414
948	0.02165020397
949	0.02162639535
950	0.0216017284
951	0.02158034969
952	0.02155081091
953	0.02153381491
954	0.02149163071
955	0.02147668867
956	0.02144684319
957	0.02142357475
958	0.02139669778
959	0.02135798068
960	0.02132705969
961	0.02129852508
962	0.02125958647
963	0.0212401602
964	0.02121637841
965	0.0211889517
966	0.02115154823
967	0.02113451134
968	0.02110896908
969	0.02108296467
970	0.02105906263
971	0.02103710582
972	0.0210029362
973	0.02098049284
974	0.02093416898
975	0.02090577251
976	0.02087081519
977	0.02085307043
978	0.02082535968
979	0.02079402854
980	0.0207742773
981	0.02075583915
982	0.02073147481
983	0.02071447532
984	0.02069750582
985	0.02068060181
986	0.02066780064
987	0.02065263197
988	0.02060826507
989	0.02059128562
990	0.02057677991
991	0.02055501121
992	0.02052129432
993	0.0204973961
994	0.02048370047
995	0.02045459119
996	0.02043281408
997	0.02040984243
998	0.02038921247
999	0.02037482497
