iter	MultiClass
0	2.691133345
1	2.319765208
2	2.007297958
3	1.800639638
4	1.618553687
5	1.489238472
6	1.35262189
7	1.249472839
8	1.145965455
9	1.067338038
10	0.9888064246
11	0.9186465388
12	0.8580536142
13	0.8004405789
14	0.7479176523
15	0.7017773325
16	0.659000885
17	0.6212896995
18	0.5883841463
19	0.5531150066
20	0.5271707924
21	0.5014530934
22	0.4793483402
23	0.4573138833
24	0.4394056786
25	0.4172116395
26	0.3978870727
27	0.3790609617
28	0.365566685
29	0.348392307
30	0.333944481
31	0.318206976
32	0.3060603569
33	0.2937481416
34	0.2827436236
35	0.2724429678
36	0.2627844062
37	0.2536158102
38	0.2445878379
39	0.2377337124
40	0.2289838909
41	0.2220647117
42	0.2149852449
43	0.2076916526
44	0.2009581977
45	0.1963011631
46	0.1897948309
47	0.1855480333
48	0.1795063726
49	0.173735749
50	0.168266671
51	0.1638630654
52	0.1590761354
53	0.1537493908
54	0.1495961467
55	0.1457390505
56	0.142216727
57	0.1395656236
58	0.1359627072
59	0.1322790717
60	0.1293228233
61	0.1259824337
62	0.1229060712
63	0.1201542489
64	0.1178539199
65	0.1155375998
66	0.1130252767
67	0.1109182819
68	0.1089981684
69	0.1066651038
70	0.1046129875
71	0.1029610873
72	0.1007468801
73	0.09816949622
74	0.09600436611
75	0.09417539607
76	0.092368785
77	0.09074452097
78	0.08939705707
79	0.08774344447
80	0.0867886963
81	0.08515215445
82	0.08414021799
83	0.08256770126
84	0.0811753221
85	0.07973751499
86	0.0784281473
87	0.07696804387
88	0.07571731252
89	0.07445513144
90	0.07363587392
91	0.07232966583
92	0.07103917986
93	0.06980607
94	0.06857618495
95	0.06725319753
96	0.06640765747
97	0.06558740536
98	0.06488379861
99	0.06397900002
100	0.06328989088
101	0.06271589266
102	0.06191908368
103	0.06100667239
104	0.06026022246
105	0.05956116889
106	0.05897119918
107	0.05851949163
108	0.05784593741
109	0.05720225543
110	0.05643612409
111	0.05582696924
